Publication No.,CQ No.,CQ,CQ LLM Answer,Ontology Concept,KG Individual,KG Individual Label
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_9,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_10,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_11,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_12,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_13,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_14,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_15,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_16,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_17,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_18,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_19,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_20,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_21,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_22,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_23,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_24,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_1,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_2,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_3,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_4,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_5,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_6,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_7,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_8,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_9,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_10,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_11,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_12,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_13,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_14,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_15,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_16,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_17,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_18,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_19,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_20,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_21,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_22,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_23,organ detection model
8,13,How is the model initialized?,The model is initialized using a pre-trained model on the COCO dataset and then fine-tuned on the annotated herbarium dataset.,Model,https://w3id.org/dlprovenance#Model_24,organ detection model
8,14,Are there specific weight configurations used during initialization?,The provided context does not mention any specific weight configurations used during initialization.,WeightConfiguration,https://w3id.org/dlprovenance#WeightConfiguration_1,pre-trained model on the COCO dataset
8,15,Are there optimization algorithms or learning rate schedules used during training?,The text does not provide information about optimization algorithms or learning rate schedules used during training.,OptimizationAlgorithm,https://w3id.org/dlprovenance#OptimizationAlgorithm_1,Stochastic Gradient Descent
8,15,Are there optimization algorithms or learning rate schedules used during training?,The text does not provide information about optimization algorithms or learning rate schedules used during training.,LearningRateSchedule,https://w3id.org/dlprovenance#LearningRateSchedule_1,fixed number of iterations or epochs
8,17,Which software frameworks or libraries are used to build the model?,The Faster R-CNN model was built using TensorFlow and trained using the TensorFlow Object Detection API.,SoftwareFrameworkLibrary,https://w3id.org/dlprovenance#SoftwareFrameworkLibrary_1,TensorFlow and TensorFlow Object Detection API
8,18,What hardware infrastructures are used for model training?,The model was trained on a single GPU (TITAN Xp) and on three GPUs for the final training.,HardwareInfrastructure,https://w3id.org/dlprovenance#HardwareInfrastructure_1,single GPU (TITAN Xp) and three GPUs
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_1,Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_2,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_3,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_4,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_5,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_6,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_7,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_8,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_9,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_10,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_11,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_12,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_13,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_14,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_15,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_16,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_17,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_18,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_19,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_20,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_21,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_22,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_23,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_24,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_25,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,19,What hyperparameters are used in the model?,"The hyperparameters used in the model are Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU.",Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_26,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,20,Why were those specific hyperparameters selected?,parameters were selected based on the results of a grid search. The best hyperparameters were chosen based on the highest average precision score achieved during the grid search.,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_1,Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9
8,20,Why were those specific hyperparameters selected?,parameters were selected based on the results of a grid search. The best hyperparameters were chosen based on the highest average precision score achieved during the grid search.,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_2,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,20,Why were those specific hyperparameters selected?,parameters were selected based on the results of a grid search. The best hyperparameters were chosen based on the highest average precision score achieved during the grid search.,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_3,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,20,Why were those specific hyperparameters selected?,parameters were selected based on the results of a grid search. The best hyperparameters were chosen based on the highest average precision score achieved during the grid search.,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_4,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,20,Why were those specific hyperparameters selected?,parameters were selected based on the results of a grid search. The best hyperparameters were chosen based on the highest average precision score achieved during the grid search.,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_5,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,20,Why were those specific hyperparameters selected?,parameters were selected based on the results of a grid search. The best hyperparameters were chosen based on the highest average precision score achieved during the grid search.,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_6,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,20,Why were those specific hyperparameters selected?,parameters were selected based on the results of a grid search. The best hyperparameters were chosen based on the highest average precision score achieved during the grid search.,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_7,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,20,Why were those specific hyperparameters selected?,parameters were selected based on the results of a grid search. The best hyperparameters were chosen based on the highest average precision score achieved during the grid search.,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_8,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,20,Why were those specific hyperparameters selected?,parameters were selected based on the results of a grid search. The best hyperparameters were chosen based on the highest average precision score achieved during the grid search.,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_9,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
8,20,Why were those specific hyperparameters selected?,parameters were selected based on the results of a grid search. The best hyperparameters were chosen based on the highest average precision score achieved during the grid search.,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_10,"Stochastic Gradient Descent optimizer with a learning rate of 0.0025 and momentum of 0.9, Anchor generator in the Region Proposal Network with six anchor scales and three aspect ratios, thresholds for non-maximum suppression (NMS) of 0.6 for training and 0.25 for testing, and minibatch size of four images per GPU"
